id,label
SNI2007_2620,tillverkning av datorer och kringutrustning
SNI2007_2630,tillverkning av kommunikationsutrustning
SNI2007_2640,tillverkning av hemelektronik
SNI2007_2651,"tillverkning av instrument och apparater för mätning, provning och navigering"
SNI2007_2652,urtillverkning
SNI2007_2660,tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning
SNI2007_2670,tillverkning av optiska instrument och fotoutrustning
SNI2007_2680,tillverkning av magnetiska och optiska medier
SNI2007_2711,"tillverkning av elmotorer, generatorer och transformatorer"
SNI2007_2712,tillverkning av eldistributions- och elkontrollapparater
SNI2007_2720,batteri- och ackumulatortillverkning
SNI2007_2731,tillverkning av optiska fiberkablar
SNI2007_2732,tillverkning av andra elektroniska och elektriska ledningar och kablar
SNI2007_2733,tillverkning av kabeltillbehör
SNI2007_2740,tillverkning av belysningsarmatur
SNI2007_2751,tillverkning av elektriska hushållsmaskiner och hushållsapparater
SNI2007_2752,tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater
SNI2007_2790,tillverkning av annan elapparatur
SNI2007_2811,tillverkning av motorer och turbiner utom för luftfartyg och fordon
SNI2007_2812,tillverkning av fluidteknisk utrustning
SNI2007_2813,tillverkning av andra pumpar och kompressorer
SNI2007_2814,tillverkning av andra kranar och ventiler
SNI2007_2815,"tillverkning av lager, kugghjul och andra delar för kraftöverföring"
SNI2007_2821,tillverkning av ugnar och brännare
SNI2007_2822,tillverkning av lyft- och godshanteringsanordningar
SNI2007_2823,tillverkning av kontorsmaskiner och kontorsutrustning (utom datorer och kringutrustning)
SNI2007_2824,tillverkning av motordrivna handverktyg
SNI2007_2825,tillverkning av maskiner och apparater för kyla och ventilation utom för hushåll
SNI2007_2829,övrig tillverkning av maskiner för allmänt ändamål
SNI2007_2830,tillverkning av jord- och skogsbruksmaskiner
SNI2007_2841,tillverkning av verktygsmaskiner för metallbearbetning
SNI2007_2849,tillverkning av övriga verktygsmaskiner
SNI2007_2891,tillverkning av maskiner för metallurgi
SNI2007_2892,"tillverkning av gruv-, bergbrytnings- och byggmaskiner"
SNI2007_2893,"tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror"
SNI2007_2894,"tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror"
SNI2007_2895,"tillverkning av maskiner för produktion av massa, papper och papp"
SNI2007_2896,tillverkning av maskiner för gummi och plast
SNI2007_2899,tillverkning av övriga specialmaskiner
SNI2007_2910,motorfordonstillverkning
SNI2007_2920,tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar
SNI2007_2931,tillverkning av elektrisk och elektronisk utrustning för motorfordon
SNI2007_2932,tillverkning av andra delar och tillbehör till motorfordon
SNI2007_3011,byggande av fartyg och flytande materiel
SNI2007_3012,byggande av fritidsbåtar
SNI2007_3020,tillverkning av rälsfordon
SNI2007_3030,"tillverkning av luftfartyg, rymdfarkoster o.d."
SNI2007_3040,tillverkning av militära stridsfordon
SNI2007_3091,tillverkning av motorcyklar
SNI2007_3092,tillverkning av cyklar och invalidfordon
SNI2007_3099,diverse övrig transportmedelstillverkning
SNI2007_3101,tillverkning av kontors- och butiksmöbler samt kontors- och butiksinredningar
SNI2007_3102,tillverkning av köksmöbler och köksinredningar
SNI2007_3103,tillverkning av madrasser
SNI2007_3109,tillverkning av andra möbler
SNI2007_3211,prägling av mynt
SNI2007_3212,"tillverkning av smycken, guld- och silversmedsvaror"
SNI2007_3213,tillverkning av bijouterier o.d.
SNI2007_3220,tillverkning av musikinstrument
SNI2007_3230,tillverkning av sportartiklar
SNI2007_3240,tillverkning av spel och leksaker
SNI2007_3250,tillverkning av medicinsk och dental utrustning
SNI2007_3291,tillverkning av borstbinderiarbeten
SNI2007_3299,diverse övrig tillverkning
SNI2007_3311,reparation av metallvaror
SNI2007_3312,reparation av maskiner
SNI2007_3313,reparation av elektronisk och optisk utrustning
SNI2007_3314,reparation av elapparatur
SNI2007_3315,reparation och underhåll av fartyg och båtar
SNI2007_3316,reparation och underhåll av luftfartyg och rymdfarkoster
SNI2007_3317,reparation och underhåll av andra transportmedel
SNI2007_3319,reparation av annan utrustning
SNI2007_3320,installation av industrimaskiner och -utrustning
SNI2007_3511,generering av elektricitet
SNI2007_3512,överföring av elektricitet
SNI2007_3513,distribution av elektricitet
SNI2007_3514,handel med elektricitet
SNI2007_3521,framställning av gas
SNI2007_3522,distribution av gasformiga bränslen via rörnät
SNI2007_3523,handel med gas via rörnät
SNI2007_3530,försörjning av värme och kyla
SNI2007_3600,vattenförsörjning
SNI2007_3700,avloppsrening
SNI2007_3811,insamling av icke-farligt avfall
SNI2007_3812,insamling av farligt avfall
SNI2007_3821,behandling och bortskaffande av icke-farligt avfall
SNI2007_3822,behandling och bortskaffande av farligt avfall
SNI2007_3831,demontering av uttjänta fordon och maskiner
SNI2007_3832,återvinning av källsorterat material
SNI2007_3900,"sanering, efterbehandling av jord och vatten samt annan verksamhet för föroreningsbekämpning"
SNI2007_4110,utformning av byggprojekt
SNI2007_4120,byggande av bostadshus och andra byggnader
SNI2007_4211,anläggning av vägar och motorvägar
SNI2007_4212,anläggning av järnvägar och tunnelbanor
SNI2007_4213,anläggning av broar och tunnlar
SNI2007_4221,"allmännyttiga anläggningsarbeten för värme, vatten och avlopp"
SNI2007_4222,anläggningsarbeten för el och telekommunikation
SNI2007_4291,vattenbyggnad
SNI2007_4299,övriga anläggningsarbeten
SNI2007_4311,rivning av hus och byggnader
SNI2007_4312,mark- och grundarbeten
SNI2007_4313,markundersökning
SNI2007_4321,elinstallationer
SNI2007_4322,vvs-arbeten
SNI2007_4329,andra bygginstallationer
SNI2007_4331,"puts-, fasad- och stuckatörsarbeten"
SNI2007_4332,byggnadssnickeriarbeten
SNI2007_4333,golv- och väggbeläggningsarbeten
SNI2007_4334,måleri- och glasmästeriarbeten
SNI2007_4339,annan slutbehandling av byggnader
SNI2007_4391,takarbeten
SNI2007_4399,övrig specialiserad bygg- och anläggningsverksamhet
SNI2007_4511,handel med personbilar och lätta motorfordon
SNI2007_4519,handel med andra motorfordon utom motorcyklar
SNI2007_4520,underhåll och reparation av motorfordon utom motorcyklar
SNI2007_4531,parti- och provisionshandel med reservdelar och tillbehör till motorfordon utom motorcyklar
SNI2007_4532,detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar
SNI2007_4540,handel med och service av motorcyklar inklusive reservdelar och tillbehör
SNI2007_4611,"provisionshandel med jordbruksråvaror, levande djur, textilråvaror och textilhalvfabrikat"
SNI2007_4612,"provisionshandel med bränsle, malm, metaller och industrikemikalier"
SNI2007_4613,provisionshandel med virke och byggmaterial
SNI2007_4614,"provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg"
SNI2007_4615,"provisionshandel med möbler, hushålls- och järnhandelsvaror"
SNI2007_4616,"provisionshandel med textilier, kläder, skodon och lädervaror"
SNI2007_4617,"provisionshandel med livsmedel, drycker och tobak"
SNI2007_4618,provisionshandel med annat specialsortiment
SNI2007_4619,provisionshandel med blandat sortiment
SNI2007_4621,"partihandel med spannmål, råtobak, utsäde och djurfoder"
SNI2007_4622,partihandel med blommor och växter
SNI2007_4623,partihandel med levande djur
SNI2007_4624,"partihandel med hudar, skinn och läder"
SNI2007_4631,partihandel med frukt och grönsaker
SNI2007_4632,partihandel med kött- och köttvaror
SNI2007_4633,"partihandel med mejeriprodukter, ägg, matolja och matfett"
SNI2007_4634,partihandel med drycker
SNI2007_4635,partihandel med tobak
SNI2007_4636,"partihandel med socker, choklad och sockerkonfektyrer"
SNI2007_4637,"partihandel med kaffe, te, kakao och kryddor"
SNI2007_4638,"partihandel med andra livsmedel, bl.a. fisk samt skal- och blötdjur"
SNI2007_4639,"icke specialiserad partihandel med livsmedel, drycker och tobak"
SNI2007_4641,partihandel med textilier
SNI2007_4642,partihandel med kläder och skodon
SNI2007_4643,"partihandel med hushållsapparater, samt elartiklar"
SNI2007_4644,"partihandel med glas och porslin, rengöringsmedel"
SNI2007_4645,partihandel med parfym och kosmetika
SNI2007_4646,partihandel med medicinsk utrustning och apoteksvaror
SNI2007_4647,"partihandel med möbler, mattor och belysningsartiklar"
SNI2007_4648,partihandel med ur och guldsmedsvaror
SNI2007_4649,partihandel med andra hushållsvaror
SNI2007_4651,partihandel med datorer och kringutrustning samt programvara
SNI2007_4652,partihandel med elektronik- och telekommunikationsutrustning
SNI2007_4661,partihandel med jordbruksmaskiner och -utrustning
SNI2007_4662,partihandel med verktygsmaskiner
SNI2007_4663,"partihandel med gruv-, bygg- och anläggningsmaskiner"
SNI2007_4664,"partihandel med textil-, sy- och stickmaskiner"
SNI2007_4665,partihandel med kontorsmöbler
SNI2007_4666,partihandel med andra kontorsmaskiner och kontorsutrustning
SNI2007_4669,partihandel med andra maskiner och annan utrustning
SNI2007_4671,partihandel med bränslen
SNI2007_4672,partihandel med metaller och metallmalmer
SNI2007_4673,"partihandel med virke, andra byggmaterial och sanitetsgods"
SNI2007_4674,partihandel med järnhandelsvaror och vvs-armatur
SNI2007_4675,partihandel med kemiska produkter
SNI2007_4676,partihandel med andra insatsvaror
SNI2007_4677,partihandel med avfallsprodukter och skrot
SNI2007_4690,övrig partihandel
SNI2007_4711,"detaljhandel med brett sortiment, mest livsmedel, drycker och tobak"
SNI2007_4719,annan detaljhandel med brett sortiment
SNI2007_4721,specialiserad butikshandel med frukt och grönsaker
SNI2007_4722,specialiserad butikshandel med kött och charkuterier
SNI2007_4723,"specialiserad butikshandel med fisk, skal- och blötdjur"
SNI2007_4724,"specialiserad butikshandel med bröd, konditorivaror och konfektyrer"
SNI2007_4725,specialiserad butikshandel med alkoholhaltiga och andra drycker
SNI2007_4726,specialiserad butikshandel med tobaksvaror
SNI2007_4729,annan specialiserad butikshandel med livsmedel
SNI2007_4730,specialiserad detaljhandel med drivmedel
SNI2007_4741,"specialiserad butikshandel med datorer, programvara, data- och tv-spel"
SNI2007_4742,specialiserad butikshandel med telekommunikationsutrustning
SNI2007_4743,specialiserad butikshandel med ljud- och bildanläggningar samt videoutrustning
SNI2007_4751,specialiserad butikshandel med textilier
SNI2007_4752,"specialiserad butikshandel med bygg-, järn- och vvs-varor samt färger och glas"
SNI2007_4753,specialiserad butikshandel med mattor och inredningstextilier
SNI2007_4754,specialiserad butikshandel med elektriska hushållsmaskiner och hushållsapparater
SNI2007_4759,"specialiserad butikshandel med möbler, belysnings- och heminredningsartiklar"
SNI2007_4761,specialiserad butikshandel med böcker
SNI2007_4762,specialiserad butikshandel med tidningar och kontorsförbrukningsvaror
SNI2007_4763,specialiserad butikshandel med inspelade och oinspelade band och skivor för musik och bild
SNI2007_4764,specialiserad butikshandel med sport- och fritidsartiklar
SNI2007_4765,specialiserad butikshandel med spel och leksaker
SNI2007_4771,specialiserad butikshandel med kläder
SNI2007_4772,specialiserad butikshandel med skodon och lädervaror
SNI2007_4773,apotekshandel
SNI2007_4774,specialiserad butikshandel med sjukvårdsartiklar
SNI2007_4775,specialiserad butikshandel med kosmetika och hygienartiklar
SNI2007_4776,"specialiserad butikshandel med blommor och andra växter, frön och gödselmedel samt små sällskapsdjur"
SNI2007_4777,"specialiserad butikshandel med ur, guldsmedsvaror och smycken"
SNI2007_4778,annan specialiserad butikshandel med nya varor
SNI2007_4779,specialiserad butikshandel med antikviteter och andra begagnade varor
SNI2007_4781,"torg- och marknadshandel med livsmedel, drycker och tobak"
SNI2007_4782,"torg- och marknadshandel med textilier, kläder och skodon"
SNI2007_4789,torg- och marknadshandel med övriga varor
SNI2007_4791,postorderhandel och detaljhandel på internet
SNI2007_4799,"övrig detaljhandel ej i butik, på torg eller marknad"
SNI2007_4910,"järnvägstransport, passagerartrafik"
SNI2007_4920,"järnvägstransport, godstrafik"
SNI2007_4931,kollektivtrafik
SNI2007_4932,taxitrafik
SNI2007_4939,annan landtransport av passagerare
SNI2007_4941,"vägtransport, godstrafik"
SNI2007_4942,flyttjänster
SNI2007_4950,transport i rörsystem
SNI2007_5010,"havs- och kustsjöfart, passagerartrafik"
SNI2007_5020,"havs- och kustsjöfart, godstrafik"
SNI2007_5030,"sjöfart på inre vattenvägar, passagerartrafik"
SNI2007_5040,"sjöfart på inre vattenvägar, godstrafik"
SNI2007_5110,"lufttransport, passagerartrafik"
SNI2007_5121,"lufttransport, godstrafik"
SNI2007_5122,rymdfart
SNI2007_5210,magasinering och varulagring
SNI2007_5221,stödtjänster till landtransport
SNI2007_5222,stödtjänster till sjötransport
SNI2007_5223,stödtjänster till lufttransport
SNI2007_5224,godshantering
SNI2007_5229,övriga stödtjänster till transport
SNI2007_5310,postbefordran via nationella posten
SNI2007_5320,annan postbefordran samt kurirverksamhet
SNI2007_5510,hotellverksamhet
SNI2007_5520,semesterbostäder och annan korttidsinkvartering
SNI2007_5530,campingplatsverksamhet
SNI2007_5590,annan logiverksamhet
SNI2007_5610,restaurangverksamhet
SNI2007_5621,cateringverksamhet vid enskilda evenemang
SNI2007_5629,annan catering- och centralköksverksamhet
SNI2007_5630,barverksamhet
SNI2007_5811,bokutgivning
SNI2007_5812,publicering av kataloger och sändlistor
SNI2007_5813,tidningsutgivning
SNI2007_5814,utgivning av tidskrifter
SNI2007_5819,annan förlagsverksamhet
SNI2007_5821,utgivning av dataspel
SNI2007_5829,utgivning av annan programvara
SNI2007_5911,"produktion av film, video och tv-program"
SNI2007_5912,"efterproduktion av film, video och tv-program"
SNI2007_5913,"film-, video- och tv-programdistribution"
SNI2007_5914,filmvisning
SNI2007_5920,ljudinspelning och fonogramutgivning
SNI2007_6010,sändning av radioprogram
SNI2007_6020,planering av tv-program och sändningsverksamhet
SNI2007_6110,trådbunden telekommunikation
SNI2007_6120,trådlös telekommunikation
SNI2007_6130,telekommunikation via satellit
SNI2007_6190,annan telekommunikation
SNI2007_6201,dataprogrammering
SNI2007_6202,datakonsultverksamhet
SNI2007_6203,datordrifttjänster
SNI2007_6209,andra it- och datatjänster
SNI2007_6311,"databehandling, hosting o.d."
SNI2007_6312,webbportaler
SNI2007_6391,nyhetsservice
SNI2007_6399,övriga informationstjänster
SNI2007_6411,centralbanksverksamhet
SNI2007_6419,annan monetär finansförmedling
SNI2007_6420,holdingverksamhet
SNI2007_6430,fonder och liknande finansiella enheter
SNI2007_6491,finansiell leasing
SNI2007_6492,annan kreditgivning
SNI2007_6499,diverse övriga finansiella tjänster utom försäkring och pensionsfondsverksamhet
SNI2007_6511,livförsäkring
SNI2007_6512,skadeförsäkring
SNI2007_6520,återförsäkring
SNI2007_6530,pensionsfondsverksamhet
SNI2007_6611,administrativa tjänster till finansiella marknader
SNI2007_6612,verksamhet utförd av värdepappers- och varumäklare
SNI2007_6619,andra stödtjänster till finansiella tjänster utom försäkring och pensionsfondsverksamhet
SNI2007_6621,risk- och skadebedömning
SNI2007_6622,verksamhet utförd av försäkringsombud och försäkringsmäklare
SNI2007_6629,andra stödtjänster till försäkring och pensionsfondsverksamhet
SNI2007_6630,fondförvaltning
SNI2007_6810,handel med egna fastigheter
SNI2007_6820,uthyrning och förvaltning av egna eller arrenderade fastigheter
SNI2007_6831,fastighetsförmedling
SNI2007_6832,fastighetsförvaltning på uppdrag
SNI2007_6910,juridisk verksamhet
SNI2007_6920,"redovisning och bokföring, revision, skatterådgivning"
SNI2007_7010,verksamheter som utövas av huvudkontor
SNI2007_7021,pr och kommunikation
SNI2007_7022,konsultverksamhet avseende företags organisation
SNI2007_7111,arkitektverksamhet
SNI2007_7112,teknisk konsultverksamhet o.d.
SNI2007_7120,teknisk provning och analys
SNI2007_7211,bioteknisk forskning och utveckling
SNI2007_7219,annan naturvetenskaplig och teknisk forskning och utveckling
SNI2007_7220,samhällsvetenskaplig och humanistisk forskning och utveckling
SNI2007_7311,reklambyråverksamhet o.d.
SNI2007_7312,mediebyråverksamhet och annonsförsäljning
SNI2007_7320,marknads- och opinionsundersökning
SNI2007_7410,specialiserad designverksamhet
SNI2007_7420,fotoverksamhet
SNI2007_7430,översättning och tolkning
SNI2007_7490,"övrig verksamhet inom juridik, ekonomi, vetenskap och teknik"
SNI2007_7500,veterinärverksamhet
SNI2007_7711,uthyrning och leasing av personbilar och lätta motorfordon
SNI2007_7712,uthyrning och leasing av lastbilar och andra tunga motorfordon
SNI2007_7721,uthyrning och leasing av fritids- och sportutrustning
SNI2007_7722,uthyrning av videokassetter och dvd-skivor
SNI2007_7729,uthyrning och leasing av andra hushållsartiklar och varor för personligt bruk
SNI2007_7731,uthyrning och leasing av jordbruksmaskiner och jordbruksredskap
SNI2007_7732,uthyrning och leasing av bygg- och anläggningsmaskiner
SNI2007_7733,uthyrning och leasing av kontorsmaskiner och kontorsutrustning (inklusive datorer)
SNI2007_7734,uthyrning och leasing av fartyg och båtar
SNI2007_7735,uthyrning och leasing av flygplan
SNI2007_7739,uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
SNI2007_7740,"leasing av immateriell egendom och liknande produkter, med undantag för upphovsrättsskyddade verk"
SNI2007_7810,arbetsförmedling och rekrytering
SNI2007_7820,personaluthyrning
SNI2007_7830,övrigt tillhandahållande av personalfunktioner
SNI2007_7911,resebyråverksamhet
SNI2007_7912,researrangemang
SNI2007_7990,turist- och bokningsservice
SNI2007_8010,säkerhetsverksamhet
SNI2007_8020,säkerhetssystemtjänster
SNI2007_8030,spanings- och detektivverksamhet
SNI2007_8110,fastighetsrelaterade stödtjänster
SNI2007_8121,lokalvård
SNI2007_8122,rengöring och sotning av byggnader
SNI2007_8129,annan rengöring
SNI2007_8130,skötsel och underhåll av grönytor
SNI2007_8211,kombinerade kontorstjänster
SNI2007_8219,"kopiering, dokumentsammanställning och andra specialiserade kontorstjänster"
SNI2007_8220,callcenterverksamhet
SNI2007_8230,arrangemang av kongresser och mässor
SNI2007_8291,inkassoföretags och kreditupplysningsföretags verksamhet
SNI2007_8292,förpackningsverksamhet
SNI2007_8299,övriga företagstjänster
SNI2007_8411,övergripande offentlig förvaltning
SNI2007_8412,"administration av vård, utbildning, kulturell verksamhet och annan samhällsservice"
SNI2007_8413,administration av näringslivsprogram
SNI2007_8421,utrikesförvaltning
SNI2007_8422,totalförsvar
SNI2007_8423,rättskipning
SNI2007_8424,polisverksamhet
SNI2007_8425,brand- och räddningsverksamhet
SNI2007_8430,obligatorisk socialförsäkring
SNI2007_8510,förskoleutbildning
SNI2007_8520,grundskoleutbildning
SNI2007_8531,studieförberedande gymnasial utbildning m.m.
SNI2007_8532,gymnasial yrkesutbildning m.m.
SNI2007_8541,eftergymnasial utbildning vid annat än universitet och högskola
SNI2007_8542,universitets- eller högskoleutbildning
SNI2007_8551,sport- och fritidsutbildning
SNI2007_8552,"musik-, dans- och övrig kulturell utbildning"
SNI2007_8553,trafikskoleverksamhet
SNI2007_8559,övrig utbildning
SNI2007_8560,stödverksamhet för utbildningsväsendet
SNI2007_8610,sluten sjukvård
SNI2007_8621,allmänpraktiserande läkarverksamhet
SNI2007_8622,specialistläkarverksamhet inom öppenvård
SNI2007_8623,tandläkarverksamhet
SNI2007_8690,annan hälso- och sjukvård
SNI2007_8710,boende med sjuksköterskevård
SNI2007_8720,"boende med särskild service för personer med utvecklingsstörning, psykiska funktionshinder eller missbruksproblem"
SNI2007_8730,vård och omsorg i särskilda boendeformer för äldre och funktionshindrade personer
SNI2007_8790,annan vård och omsorg med boende
SNI2007_8810,öppna sociala insatser för äldre och funktionshindrade personer
SNI2007_8891,dagbarnvård
SNI2007_8899,övriga öppna sociala insatser
SNI2007_9001,artistisk verksamhet
SNI2007_9002,stödtjänster till artistisk verksamhet
SNI2007_9003,litterärt och konstnärligt skapande
SNI2007_9004,"drift av teatrar, konserthus o.d."
SNI2007_9101,biblioteks- och arkivverksamhet
SNI2007_9102,museiverksamhet
SNI2007_9103,vård av historiska minnesmärken och byggnader och liknande sevärdheter
SNI2007_9104,"drift av botaniska trädgårdar, djurparker och naturreservat"
SNI2007_9200,spel- och vadhållningsverksamhet
SNI2007_9311,drift av sportanläggningar
SNI2007_9312,sportklubbars och idrottsföreningars verksamhet
SNI2007_9313,drift av gymanläggningar
SNI2007_9319,annan sportverksamhet
SNI2007_9321,nöjes- och temaparksverksamhet
SNI2007_9329,övrig fritids- och nöjesverksamhet
SNI2007_9411,intressebevakning inom bransch- och arbetsgivarorganisationer
SNI2007_9412,intressebevakning inom yrkesorganisationer
SNI2007_9420,intressebevakning inom arbetstagarorganisationer
SNI2007_9491,verksamhet i religiösa samfund
SNI2007_9492,verksamhet i politiska organisationer
SNI2007_9499,verksamhet i andra intresseorganisationer
SNI2007_9511,reparation av datorer och kringutrustning
SNI2007_9512,reparation av kommunikationsutrustning
SNI2007_9521,reparation av hemelektronik
SNI2007_9522,reparation av hushållsapparater samt av utrustning för hem och trädgård
SNI2007_9523,lagning av skodon och lädervaror
SNI2007_9524,reparation av möbler och heminredning
SNI2007_9525,reparation av ur och guldsmedsvaror
SNI2007_9529,reparation av andra hushållsartiklar och personliga artiklar
SNI2007_9601,tvätteriverksamhet
SNI2007_9602,hår- och skönhetsvård
SNI2007_9603,begravningsverksamhet
SNI2007_9604,kroppsvård
SNI2007_9609,övriga konsumenttjänster
SNI2007_9700,förvärvsarbete i hushåll
SNI2007_9810,hushållens produktion av diverse varor för eget bruk
SNI2007_9820,hushållens produktion av diverse tjänster för eget bruk
SNI2007_9900,"verksamhet vid internationella organisationer, utländska ambassader o.d."
SNI2007_011,odling av ett- och tvååriga växter
SNI2007_012,odling av fleråriga växter
SNI2007_013,odling av plantskoleväxter
SNI2007_014,husdjursskötsel
SNI2007_015,blandat jordbruk
SNI2007_016,service till jordbruk och bearbetning av skördade växter
SNI2007_017,jakt och service i anslutning härtill
SNI2007_021,skogsförvaltning och skogsskötsel
SNI2007_022,drivning
SNI2007_023,insamling av annat vilt växande skogsmaterial än trä
SNI2007_024,service till skogsbruk
SNI2007_031,fiske
SNI2007_032,vattenbruk
SNI2007_051,stenkolsutvinning
SNI2007_052,brunkolsutvinning
SNI2007_061,utvinning av råpetroleum
SNI2007_062,utvinning av naturgas
SNI2007_071,järnmalmsutvinning
SNI2007_072,utvinning av andra metallmalmer än järnmalm
SNI2007_081,"utvinning av sand, grus, sten och lera"
SNI2007_089,övrig utvinning av mineral
SNI2007_091,stödtjänster till råpetroleum- och naturgasutvinning
SNI2007_099,stödtjänster till annan utvinning
SNI2007_101,beredning och hållbarhetsbehandling av kött och köttvaror
SNI2007_102,beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur
SNI2007_103,"beredning och hållbarhetsbehandling av frukt, bär och grönsaker"
SNI2007_104,framställning av vegetabiliska och animaliska oljor och fetter
SNI2007_105,mejerivaru- och glasstillverkning
SNI2007_106,tillverkning av kvarnprodukter och stärkelse
SNI2007_107,tillverkning av bageri- och mjölprodukter
SNI2007_108,annan livsmedelsframställning
SNI2007_109,framställning av beredda djurfoder
SNI2007_110,framställning av drycker
SNI2007_120,tobaksvarutillverkning
SNI2007_131,garntillverkning
SNI2007_132,vävnadstillverkning
SNI2007_133,"blekning, färgning och annan textilberedning"
SNI2007_139,annan textilietillverkning
SNI2007_141,"tillverkning av kläder, utom pälsvaror"
SNI2007_142,tillverkning av pälsvaror
SNI2007_143,tillverkning av trikåvaror
SNI2007_151,"garvning och annan läderberedning; tillverkning av reseffekter, handväskor, sadel- och seldon; pälsberedning"
SNI2007_152,tillverkning av skodon
SNI2007_161,sågning och hyvling av trä
SNI2007_162,"tillverkning av varor av trä, kork, halm, rotting o.d."
SNI2007_171,"massa-, pappers- och papptillverkning"
SNI2007_172,tillverkning av pappers- och pappvaror
SNI2007_181,grafisk produktion
SNI2007_182,reproduktion av inspelningar
SNI2007_191,tillverkning av stenkolsprodukter
SNI2007_192,petroleumraffinering
SNI2007_201,"tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form"
SNI2007_202,tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
SNI2007_203,"tillverkning av färg, lack, tryckfärg m.m."
SNI2007_204,"tillverkning av rengöringsmedel, parfym och toalettartiklar"
SNI2007_205,tillverkning av andra kemiska produkter
SNI2007_206,konstfibertillverkning
SNI2007_211,tillverkning av farmaceutiska basprodukter
SNI2007_212,tillverkning av läkemedel
SNI2007_221,tillverkning av gummivaror
SNI2007_222,plastvarutillverkning
SNI2007_231,glas- och glasvarutillverkning
SNI2007_232,tillverkning av eldfasta produkter
SNI2007_233,tillverkning av byggmaterial av lergods
SNI2007_234,tillverkning av andra porslinsprodukter och keramiska produkter
SNI2007_235,"tillverkning av cement, kalk och gips"
SNI2007_236,"tillverkning av varor av betong, cement och gips"
SNI2007_237,"huggning, formning och slutlig bearbetning av sten"
SNI2007_239,tillverkning av slipmedel och övriga icke-metalliska mineraliska produkter
SNI2007_241,framställning av järn och stål samt ferrolegeringar
SNI2007_242,"tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
SNI2007_243,annan primärbearbetning av stål
SNI2007_244,framställning av andra metaller än järn
SNI2007_245,gjutning av metall
SNI2007_251,byggnadsmetallvarutillverkning
SNI2007_252,"tillverkning av cisterner, tankar, kar och andra behållare av metall"
SNI2007_253,tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning
SNI2007_254,tillverkning av vapen och ammunition
SNI2007_255,"smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
SNI2007_256,beläggning och överdragning av metall; metallegoarbeten
SNI2007_257,"tillverkning av bestick, verktyg och andra järnhandelsvaror"
SNI2007_259,annan metallvarutillverkning
SNI2007_261,tillverkning av elektroniska komponenter och kretskort
SNI2007_262,tillverkning av datorer och kringutrustning
SNI2007_263,tillverkning av kommunikationsutrustning
SNI2007_264,tillverkning av hemelektronik
SNI2007_265,"tillverkning av instrument och apparater för mätning, provning och navigering samt ur"
SNI2007_266,tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning
SNI2007_267,tillverkning av optiska instrument och fotoutrustning
SNI2007_268,tillverkning av magnetiska och optiska medier
SNI2007_271,"tillverkning av elmotorer, generatorer och transformatorer samt eldistributions- och elkontrollapparater"
SNI2007_272,batteri- och ackumulatortillverkning
SNI2007_273,tillverkning av ledningar och kablar och kabeltillbehör
SNI2007_274,tillverkning av belysningsarmatur
SNI2007_275,tillverkning av hushållsmaskiner och hushållsapparater
SNI2007_279,tillverkning av annan elapparatur
SNI2007_281,tillverkning av maskiner för allmänt ändamål
SNI2007_282,tillverkning av andra maskiner för allmänt ändamål
SNI2007_283,tillverkning av jord- och skogsbruksmaskiner
SNI2007_284,tillverkning av maskiner för metallbearbetning och verktygsmaskiner
SNI2007_289,tillverkning av andra specialmaskiner
SNI2007_291,motorfordonstillverkning
SNI2007_292,tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar
SNI2007_293,tillverkning av delar och tillbehör till motorfordon
SNI2007_301,byggande av fartyg och båtar
SNI2007_302,tillverkning av rälsfordon
SNI2007_303,"tillverkning av luftfartyg, rymdfarkoster o.d."
SNI2007_304,tillverkning av militära stridsfordon
SNI2007_309,övrig tillverkning av transportmedel
SNI2007_310,tillverkning av möbler
SNI2007_321,"tillverkning av smycken, guld- och silversmedsvaror samt bijouterier"
SNI2007_322,tillverkning av musikinstrument
SNI2007_323,tillverkning av sportartiklar
SNI2007_324,tillverkning av spel och leksaker
SNI2007_325,tillverkning av medicinsk och dental utrustning
SNI2007_329,övrig tillverkning
SNI2007_331,"reparation av metallvaror, maskiner och apparater"
SNI2007_332,installation av industrimaskiner och -utrustning
SNI2007_351,"generering, överföring och distribution av elkraft"
SNI2007_352,gasförsörjning; distribution av gasformiga bränslen via rörnät
SNI2007_353,försörjning av värme och kyla
SNI2007_360,vattenförsörjning
SNI2007_370,avloppsrening
SNI2007_381,insamling av avfall
