id,label,parent
4403,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke under 15 år, Utomhus, fullbordat",3294
4404,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke under 15 år, Utomhus, försök",3294
4405,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka 15-17 år, Inomhus",3294
4406,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka 15-17 år, Utomhus",3294
4407,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka 15-17 år, Fullbordat",3294
4408,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka 15-17 år, Försök",3294
4409,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka 15-17 år, Inomhus, fullbordat",3294
4410,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka 15-17 år, Inomhus, försök",3294
4411,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka 15-17 år, Utomhus, fullbordat",3294
4412,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka 15-17 år, Utomhus, försök",3294
4413,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke 15-17 år, Inomhus",3294
4414,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke 15-17 år, Utomhus",3294
4415,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke 15-17 år, Fullbordat",3294
4416,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke 15-17 år, Försök",3294
4417,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke 15-17 år, Inomhus, fullbordat",3294
4418,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke 15-17 år, Inomhus, försök",3294
4419,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke 15-17 år, Utomhus, fullbordat",3294
4420,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke 15-17 år, Utomhus, försök",3294
4421,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot kvinna 18 år eller äldre, Inomhus",3294
4422,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot kvinna 18 år eller äldre, Utomhus",3294
4423,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot kvinna 18 år eller äldre, Fullbordat",3294
4424,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot kvinna 18 år eller äldre, Försök",3294
4425,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot kvinna 18 år eller äldre, Inomhus, fullbordat",3294
4426,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot kvinna 18 år eller äldre, Inomhus, försök",3294
4427,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot kvinna 18 år eller äldre, Utomhus, fullbordat",3294
4428,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot kvinna 18 år eller äldre, Utomhus, försök",3294
4429,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot man 18 år eller äldre, Inomhus",3294
4430,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot man 18 år eller äldre, Utomhus",3294
4431,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot man 18 år eller äldre, Fullbordat",3294
4432,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot man 18 år eller äldre, Försök",3294
4433,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot man 18 år eller äldre, Inomhus, fullbordat",3294
4434,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot man 18 år eller äldre, Inomhus, försök",3294
4435,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot man 18 år eller äldre, Utomhus, fullbordat",3294
4436,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot man 18 år eller äldre, Utomhus, försök",3294
4437,"Sexualbrott, Sexuellt tvång, utnyttjande m.m., Mot barn 15-17 år",3295
4439,"Sexualbrott, Sexuellt tvång, utnyttjande m.m., Mot barn 15-17 år, Nära relation med offret",3295
4440,"Sexualbrott, Sexuellt tvång, utnyttjande m.m., Mot barn 15-17 år, Övriga fall",3295
4441,"Sexualbrott, Sexuellt ofredande (ej blottning), Mot barn 15-17 år",3296
4442,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person under 18 år",3166
4443,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person 18 år eller äldre",3166
4444,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person under 18 år, Inomhus",3166
4445,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person under 18 år, Utomhus",3166
4446,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person under 18 år, Med skjutvapen",3166
4447,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person under 18 år, Utan skjutvapen",3166
4448,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person under 18 år, Inomhus, med skjutvapen",3166
4449,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person under 18 år, Inomhus, utan skjutvapen",3166
4450,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person under 18 år, Utomhus, med skjutvapen",3166
4451,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person under 18 år, Utomhus, utan skjutvapen",3166
4452,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person 18 år eller äldre, Inomhus",3166
4453,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person 18 år eller äldre, Utomhus",3166
4454,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person 18 år eller äldre, Med skjutvapen",3166
4455,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person 18 år eller äldre, Utan skjutvapen",3166
4456,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person 18 år eller äldre, Inomhus, med skjutvapen",3166
4457,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person 18 år eller äldre, Inomhus, utan skjutvapen",3166
4458,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person 18 år eller äldre, Utomhus, med skjutvapen",3166
4459,"Våldsbrott, Rån inkl. grovt (ingår även i stöldbrott), Mot person 18 år eller äldre, Utomhus, utan skjutvapen",3166
4460,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person under 18 år",3441
4461,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person 18 år eller äldre",3441
4462,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person under 18 år, Inomhus",3441
4463,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person under 18 år, Utomhus",3441
4464,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person under 18 år, Med skjutvapen",3441
4465,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person under 18 år, Utan skjutvapen",3441
4466,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person under 18 år, Inomhus, med skjutvapen",3441
4467,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person under 18 år, Inomhus, utan skjutvapen",3441
4468,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person under 18 år, Utomhus, med skjutvapen",3441
4469,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person under 18 år, Utomhus, utan skjutvapen",3441
4470,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person 18 år eller äldre, Inomhus",3441
4471,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person 18 år eller äldre, Utomhus",3441
4472,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person 18 år eller äldre, Med skjutvapen",3441
4473,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person 18 år eller äldre, Utan skjutvapen",3441
4474,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person 18 år eller äldre, Inomhus, med skjutvapen",3441
4475,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person 18 år eller äldre, Inomhus, utan skjutvapen",3441
4476,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person 18 år eller äldre, Utomhus, med skjutvapen",3441
4477,"Stöld-, rån- och häleribrott, Rån inkl. grovt (ingår även i våldsbrott), Mot person 18 år eller äldre, Utomhus, utan skjutvapen",3441
