id,label,smhi_id,municipality,parent,neighbours
smhi_93440,Östra Ämtervik,93440,Sunne kommun,Värmlands län,"smhi_93520,smhi_92570"
smhi_93520,Sunne A,93520,Sunne kommun,Värmlands län,"smhi_93440,smhi_92570"
smhi_94050,Åtorp,94050,Degerfors kommun,Örebro län,smhi_94140
smhi_94140,Degerfors D,94140,Degerfors kommun,Örebro län,smhi_94050
smhi_94180,Kristinehamn,94180,Kristinehamns kommun,Värmlands län,
smhi_94190,Kilsbergen-Suttarboda A,94190,Örebro kommun,Örebro län,"smhi_95100,smhi_95130,smhi_95240,smhi_95160"
smhi_94200,Karlskoga,94200,Karlskoga kommun,Örebro län,
smhi_94390,Daglösen A,94390,Filipstads kommun,Värmlands län,"smhi_94450,smhi_94590"
smhi_94420,Grythyttan,94420,Hällefors kommun,Örebro län,smhi_94510
smhi_94450,Persberg,94450,Filipstads kommun,Värmlands län,"smhi_94590,smhi_94390"
smhi_94510,Silvergruvan,94510,Hällefors kommun,Örebro län,smhi_94420
smhi_94580,Ställdalen,94580,Ljusnarsbergs kommun,Örebro län,smhi_95520
smhi_94590,Lesjöfors D,94590,Filipstads kommun,Värmlands län,"smhi_94450,smhi_94390"
smhi_95030,Vingåker D,95030,Vingåkers kommun,Södermanlands län,
smhi_95100,Asker D,95100,Örebro kommun,Örebro län,"smhi_95130,smhi_94190,smhi_95240,smhi_95160"
smhi_95130,Örebro Flygplats,95130,Örebro kommun,Örebro län,"smhi_95100,smhi_94190,smhi_95240,smhi_95160"
smhi_95160,Örebro D,95160,Örebro kommun,Örebro län,"smhi_95100,smhi_95130,smhi_94190,smhi_95240"
smhi_95240,Ön,95240,Örebro kommun,Örebro län,"smhi_95100,smhi_95130,smhi_94190,smhi_95160"
smhi_95250,Västvalla,95250,Arboga kommun,Västmanlands län,
smhi_95300,Nora D,95300,Nora kommun,Örebro län,
smhi_95340,Spannarboda D,95340,Lindesbergs kommun,Örebro län,"smhi_95530,smhi_95540"
smhi_95360,Kolsva D,95360,Köpings kommun,Västmanlands län,
smhi_95490,Riddarhyttan,95490,Skinnskattebergs kommun,Västmanlands län,
smhi_95520,Kopparberg D,95520,Ljusnarsbergs kommun,Örebro län,smhi_94580
smhi_95530,Kloten,95530,Lindesbergs kommun,Örebro län,"smhi_95540,smhi_95340"
smhi_95540,Kloten A,95540,Lindesbergs kommun,Örebro län,"smhi_95530,smhi_95340"
smhi_96010,Frändesta,96010,Nyköpings kommun,Södermanlands län,"smhi_87600,smhi_86520"
smhi_96040,Floda A,96040,Katrineholms kommun,Södermanlands län,"smhi_96050,smhi_96060,smhi_86500,smhi_86510"
smhi_96050,Sköldinge,96050,Katrineholms kommun,Södermanlands län,"smhi_96040,smhi_96060,smhi_86500,smhi_86510"
smhi_96060,Granhed D,96060,Katrineholms kommun,Södermanlands län,"smhi_96040,smhi_96050,smhi_86500,smhi_86510"
smhi_96090,Hälleforsnäs D,96090,Flens kommun,Södermanlands län,
smhi_96110,Näshulta,96110,Eskilstuna kommun,Södermanlands län,"smhi_96190,smhi_96250,smhi_96170,smhi_96230,smhi_96200"
smhi_96170,Västermo,96170,Eskilstuna kommun,Södermanlands län,"smhi_96110,smhi_96190,smhi_96250,smhi_96230,smhi_96200"
smhi_96190,Eskilstuna A,96190,Eskilstuna kommun,Södermanlands län,"smhi_96110,smhi_96250,smhi_96170,smhi_96230,smhi_96200"
smhi_96200,Hyndevad,96200,Eskilstuna kommun,Södermanlands län,"smhi_96110,smhi_96190,smhi_96250,smhi_96170,smhi_96230"
smhi_96230,Eskilstuna,96230,Eskilstuna kommun,Södermanlands län,"smhi_96110,smhi_96190,smhi_96250,smhi_96170,smhi_96200"
smhi_96240,Strängnäs-Vansö,96240,Strängnäs kommun,Södermanlands län,"smhi_97170,smhi_97290"
smhi_96250,Lida D,96250,Eskilstuna kommun,Södermanlands län,"smhi_96110,smhi_96190,smhi_96170,smhi_96230,smhi_96200"
smhi_96350,Västerås,96350,Västerås kommun,Västmanlands län,"smhi_96390,smhi_96440"
smhi_96390,Hallstaberg,96390,Västerås kommun,Västmanlands län,"smhi_96350,smhi_96440"
smhi_96440,Skultuna,96440,Västerås kommun,Västmanlands län,"smhi_96350,smhi_96390"
smhi_96550,Sala,96550,Sala kommun,Västmanlands län,smhi_96560
smhi_96560,Sala A,96560,Sala kommun,Västmanlands län,smhi_96550
smhi_97030,Gnesta,97030,Södertälje kommun,Stockholms län,smhi_97120
smhi_97070,Wiad,97070,Botkyrka kommun,Stockholms län,"smhi_97160,smhi_97100"
smhi_97100,Tullinge A,97100,Botkyrka kommun,Stockholms län,"smhi_97160,smhi_97070"
smhi_97120,Södertälje,97120,Södertälje kommun,Stockholms län,smhi_97030
smhi_97160,Norsborg II,97160,Botkyrka kommun,Stockholms län,"smhi_97070,smhi_97100"
smhi_97170,Mariefred,97170,Strängnäs kommun,Södermanlands län,"smhi_96240,smhi_97290"
smhi_97200,Stockholm-Bromma,97200,Stockholms kommun,Stockholms län,"smhi_98210,smhi_98230"
smhi_97280,Adelsö A,97280,Ekerö kommun,Stockholms län,
smhi_97290,Ytterselö D,97290,Strängnäs kommun,Södermanlands län,"smhi_97170,smhi_96240"
smhi_97320,Sätra Gård,97320,Upplands Väsby kommun,Stockholms län,
smhi_97330,Skjörby,97330,Enköpings kommun,Uppsala län,"smhi_97350,smhi_97370,smhi_97380"
smhi_97350,Hacksta,97350,Enköpings kommun,Uppsala län,"smhi_97330,smhi_97370,smhi_97380"
smhi_97370,Enköping Mo,97370,Enköpings kommun,Uppsala län,"smhi_97330,smhi_97350,smhi_97380"
smhi_97380,Enköping,97380,Enköpings kommun,Uppsala län,"smhi_97330,smhi_97350,smhi_97370"
smhi_97400,Stockholm-Arlanda,97400,Sigtuna kommun,Stockholms län,
smhi_97510,Uppsala Aut,97510,Uppsala kommun före 2003,Uppsala län,"smhi_98570,smhi_107040,smhi_97520,smhi_97530,smhi_98560,smhi_107010"
smhi_97520,Uppsala,97520,Uppsala kommun före 2003,Uppsala län,"smhi_98570,smhi_107040,smhi_98560,smhi_97530,smhi_97510,smhi_107010"
smhi_97530,Uppsala Flygplats,97530,Uppsala kommun före 2003,Uppsala län,"smhi_98570,smhi_107040,smhi_97520,smhi_97510,smhi_107010,smhi_98560"
smhi_97540,Vittinge,97540,Heby kommun,Uppsala län,"smhi_107100,smhi_106160"
smhi_98040,Berga Mo,98040,Haninge kommun,Stockholms län,"smhi_98110,smhi_98080,smhi_98090"
smhi_98080,Västerhaninge,98080,Haninge kommun,Stockholms län,"smhi_98110,smhi_98090,smhi_98040"
smhi_98090,Dalarö D,98090,Haninge kommun,Stockholms län,"smhi_98110,smhi_98080,smhi_98040"
smhi_98110,Nämdö,98110,Haninge kommun,Stockholms län,"smhi_98080,smhi_98090,smhi_98040"
smhi_98140,Stormyra,98140,Tyresö kommun,Stockholms län,
smhi_98160,Skarpö A,98160,Värmdö kommun,Stockholms län,"smhi_98190,smhi_98170"
smhi_98170,Sandhamn D,98170,Värmdö kommun,Stockholms län,"smhi_98160,smhi_98190"
smhi_98190,Djurö D,98190,Värmdö kommun,Stockholms län,"smhi_98160,smhi_98170"
smhi_98210,Stockholm,98210,Stockholms kommun,Stockholms län,"smhi_97200,smhi_98230"
smhi_98230,Stockholm A,98230,Stockholms kommun,Stockholms län,"smhi_98210,smhi_97200"
smhi_98310,Vallentuna,98310,Vallentuna kommun,Stockholms län,
smhi_98490,Svanberga A,98490,Norrtälje kommun,Stockholms län,"smhi_99270,smhi_108040,smhi_99280,smhi_98500,smhi_99450"
smhi_98500,Norrveda,98500,Norrtälje kommun,Stockholms län,"smhi_98490,smhi_99270,smhi_108040,smhi_99280,smhi_99450"
smhi_98560,Almunge,98560,Uppsala kommun före 2003,Uppsala län,"smhi_98570,smhi_107040,smhi_97520,smhi_97530,smhi_97510,smhi_107010"
smhi_98570,Vällnora D,98570,Uppsala kommun före 2003,Uppsala län,"smhi_107040,smhi_97520,smhi_97530,smhi_97510,smhi_107010,smhi_98560"
smhi_99270,Svenska Högarna,99270,Norrtälje kommun,Stockholms län,"smhi_98490,smhi_99450,smhi_108040,smhi_99280,smhi_98500"
smhi_99280,Svenska Högarna A,99280,Norrtälje kommun,Stockholms län,"smhi_98490,smhi_99270,smhi_108040,smhi_98500,smhi_99450"
smhi_99450,Söderarm A,99450,Norrtälje kommun,Stockholms län,"smhi_98490,smhi_99270,smhi_108040,smhi_99280,smhi_98500"
