id,label,municipality,parent,school_level
28085125,4ans Gymnasium,Malmö kommun,Malmö kommun,secondary_school
97535124,ABB Industrigymnasium Ludvika,Ludvika kommun,Ludvika kommun,secondary_school
51981332,ABB Industrigymnasium Sala,Sala kommun,Sala kommun,secondary_school
66028861,ABB Industrigymnasium Västerås,Västerås kommun,Västerås kommun,secondary_school
33572033,AMB Education,Tingsryds kommun,Tingsryds kommun,secondary_school
96574602,AWPE-gymnasiet,Ånge kommun,Ånge kommun,secondary_school
28770304,Agnesfrids gymnasium,Malmö kommun,Malmö kommun,secondary_school
33169989,Agnesfridsgymnasiet Ro 1,Malmö kommun,Malmö kommun,secondary_school
76295948,Agnesfridsgymnasiet Ro 2,Malmö kommun,Malmö kommun,secondary_school
59483268,Akademi Båstad Gymnasium,Båstads kommun,Båstads kommun,secondary_school
37912396,Aleholm,Sävsjö kommun,Sävsjö kommun,secondary_school
17474377,Alingsås Yrkesgymnasium,Alingsås kommun,Alingsås kommun,secondary_school
94660328,Allhamra Gymnasieskola,Kinda kommun,Kinda kommun,secondary_school
47108212,Allvar Gullstrandgymnasiet,Landskrona kommun,Landskrona kommun,secondary_school
70969714,Alléskolan 1,Hallsbergs kommun,Hallsbergs kommun,secondary_school
85003442,Alléskolan 2,Hallsbergs kommun,Hallsbergs kommun,secondary_school
22752398,Alléskolan 3,Hallsbergs kommun,Hallsbergs kommun,secondary_school
68734112,Alléskolan 4,Hallsbergs kommun,Hallsbergs kommun,secondary_school
71922787,Alléskolan 5,Hallsbergs kommun,Hallsbergs kommun,secondary_school
31843016,Alléskolan 6,Hallsbergs kommun,Hallsbergs kommun,secondary_school
71763475,Alléskolan 6,Hallsbergs kommun,Hallsbergs kommun,secondary_school
74148070,Alléskolan 7,Hallsbergs kommun,Hallsbergs kommun,secondary_school
24357034,Alléskolan 8,Hallsbergs kommun,Hallsbergs kommun,secondary_school
68920727,AlmaAkademin,Karlstads kommun,Karlstads kommun,secondary_school
18425335,Almåsgymnasiet A,Borås kommun,Borås kommun,secondary_school
93281974,Almåsgymnasiet B,Borås kommun,Borås kommun,secondary_school
23424275,Almåsgymnasiet C,Borås kommun,Borås kommun,secondary_school
18281003,Alpha International College,Västerviks kommun,Västerviks kommun,secondary_school
74776778,Alströmergymnasiet sektor 1,Alingsås kommun,Alingsås kommun,secondary_school
18345915,Alströmergymnasiet sektor 2,Alingsås kommun,Alingsås kommun,secondary_school
68229719,Alströmergymnasiet sektor 3,Alingsås kommun,Alingsås kommun,secondary_school
61004230,Alströmergymnasiet sektor 4,Alingsås kommun,Alingsås kommun,secondary_school
67768292,Alströmergymnasiet sektor 5,Alingsås kommun,Alingsås kommun,secondary_school
36072799,Anders Ljungstedts gymnasium 3,Linköpings kommun,Linköpings kommun,secondary_school
18282722,Anders Ljungstedts gymnasium 3,Linköpings kommun,Linköpings kommun,secondary_school
61432781,Anders Ljungstedts gymnasium 4,Linköpings kommun,Linköpings kommun,secondary_school
78287294,Anders Ljungstedts gymnasium 7,Linköpings kommun,Linköpings kommun,secondary_school
74316305,Anders Ljungstedts gymnasium 8,Linköpings kommun,Linköpings kommun,secondary_school
39096170,Anders Ljungstedts gymnasium 9,Linköpings kommun,Linköpings kommun,secondary_school
78690637,Anderstorpsgymnasiet,Skellefteå kommun,Skellefteå kommun,secondary_school
72998905,Angeredsgymnasiet 1,Göteborgs kommun,Göteborgs kommun,secondary_school
84835666,Angeredsgymnasiet 2,Göteborgs kommun,Göteborgs kommun,secondary_school
24685151,Angeredsgymnasiet 3,Göteborgs kommun,Göteborgs kommun,secondary_school
25872338,Angeredsgymnasiet 4,Göteborgs kommun,Göteborgs kommun,secondary_school
54164490,Angeredsgymnasiet 5,Göteborgs kommun,Göteborgs kommun,secondary_school
69481650,Aniaragymnasiet,Göteborgs kommun,Göteborgs kommun,secondary_school
74560191,Ansgargymnasiet,Uppsala kommun,Uppsala kommun,secondary_school
33685428,Apelrydsskolan,Båstads kommun,Båstads kommun,secondary_school
32879845,Apelrydsskolan i Båstad,Båstads kommun,Båstads kommun,secondary_school
76860623,Aranäsgymnasiet Enhet 1,Kungsbacka kommun,Kungsbacka kommun,secondary_school
58191646,Aranäsgymnasiet Enhet 2,Kungsbacka kommun,Kungsbacka kommun,secondary_school
80405898,Aranäsgymnasiet Enhet 3,Kungsbacka kommun,Kungsbacka kommun,secondary_school
56021320,Aranäsgymnasiet Enhet 4,Kungsbacka kommun,Kungsbacka kommun,secondary_school
41358402,Aranäsgymnasiet Enhet 5,Kungsbacka kommun,Kungsbacka kommun,secondary_school
83272868,Arlandagymnasiet 1,Sigtuna kommun,Sigtuna kommun,secondary_school
11526364,Arlandagymnasiet 2,Sigtuna kommun,Sigtuna kommun,secondary_school
48304166,Arlandagymnasiet 3,Sigtuna kommun,Sigtuna kommun,secondary_school
66912789,Arlandagymnasiet 4,Sigtuna kommun,Sigtuna kommun,secondary_school
43318533,Arlandagymnasiet 6,Sigtuna kommun,Sigtuna kommun,secondary_school
20319353,Aspero Idrottsgymn. Göteborg,Göteborgs kommun,Göteborgs kommun,secondary_school
92507006,Aspero Idrottsgymn. Halmstad,Halmstads kommun,Halmstads kommun,secondary_school
78839208,Aspero Idrottsgymn. Karlskrona,Karlskrona kommun,Karlskrona kommun,secondary_school
43565270,Atleticagymnasiet,Stockholms kommun,Stockholms kommun,secondary_school
38048202,Baldergymnasiet,Skellefteå kommun,Skellefteå kommun,secondary_school
63179610,Beda Hallbergs gymnasium,Kungsbacka kommun,Kungsbacka kommun,secondary_school
86483208,Bellevue gymnasium,Malmö kommun,Malmö kommun,secondary_school
38448056,Berga naturbruksgymnasium,Haninge kommun,Haninge kommun,secondary_school
15077883,Bergagymnasiet,Eslövs kommun,Eslövs kommun,secondary_school
73915120,Bergska skolan,Finspångs kommun,Finspångs kommun,secondary_school
92194545,Bernadottegymnasiet,Göteborgs kommun,Göteborgs kommun,secondary_school
77176811,Bernadottegymnasiet 77176811,Stockholms kommun,Stockholms kommun,secondary_school
79527481,Berzeliusskolan 1,Linköpings kommun,Linköpings kommun,secondary_school
67300857,Berzeliusskolan 2,Linköpings kommun,Linköpings kommun,secondary_school
67809400,Berzeliusskolan 7,Linköpings kommun,Linköpings kommun,secondary_school
16493131,Bessemerskolan,Sandvikens kommun,Sandvikens kommun,secondary_school
33528519,Bessemerskolan_IM,Sandvikens kommun,Sandvikens kommun,secondary_school
13981977,Bildningscentrum Facetten 2,Åtvidabergs kommun,Åtvidabergs kommun,secondary_school
24538846,Bildningscentrum Facetten 3,Åtvidabergs kommun,Åtvidabergs kommun,secondary_school
36886750,Bildningscentrum Facetten 4,Åtvidabergs kommun,Åtvidabergs kommun,secondary_school
50133877,Birger Sjöberggymnasiet 1,Vänersborgs kommun,Vänersborgs kommun,secondary_school
49868916,Birger Sjöberggymnasiet 2,Vänersborgs kommun,Vänersborgs kommun,secondary_school
49951088,Birger Sjöberggymnasiet 3,Vänersborgs kommun,Vänersborgs kommun,secondary_school
49847116,Birger Sjöberggymnasiet 4,Vänersborgs kommun,Vänersborgs kommun,secondary_school
99279503,Birgittaskolan 1,Linköpings kommun,Linköpings kommun,secondary_school
63653488,Birgittaskolan 2,Linköpings kommun,Linköpings kommun,secondary_school
40991561,"Björkhagsskolan, gymnasium",Hofors kommun,Hofors kommun,secondary_school
64685315,Björknäsgymnasiet Sektor 5,Bodens kommun,Bodens kommun,secondary_school
32960825,Björknäsgymnasiet sektor 1,Bodens kommun,Bodens kommun,secondary_school
43609520,Björknäsgymnasiet sektor 2,Bodens kommun,Bodens kommun,secondary_school
41416934,Björknäsgymnasiet sektor 3,Bodens kommun,Bodens kommun,secondary_school
97968599,Björknäsgymnasiet sektor 4,Bodens kommun,Bodens kommun,secondary_school
52791537,Blackebergs gymnasium 52791537,Stockholms kommun,Stockholms kommun,secondary_school
85152591,Blackebergs gymnasium 85152591,Stockholms kommun,Stockholms kommun,secondary_school
85819857,Blackebergs gymnasium 85819857,Stockholms kommun,Stockholms kommun,secondary_school
21938183,Bladins gymnasium,Malmö kommun,Malmö kommun,secondary_school
56802300,Bobergsgymnasiet,Ånge kommun,Ånge kommun,secondary_school
39555838,Bokenskolan,Jokkmokks kommun,Jokkmokks kommun,secondary_school
87871635,Bolandgymnasiet,Uppsala kommun,Uppsala kommun,secondary_school
65234368,Bollerups lantbruksinstitut,Tomelilla kommun,Tomelilla kommun,secondary_school
21648755,Borgarskolan,Gävle kommun,Gävle kommun,secondary_school
96383883,Brinellgymnasiet 1,Nässjö kommun,Nässjö kommun,secondary_school
39199869,Brinellgymnasiet 2,Nässjö kommun,Nässjö kommun,secondary_school
62216381,Brinellgymnasiet 3,Nässjö kommun,Nässjö kommun,secondary_school
31179045,Brinellgymnasiet 4,Nässjö kommun,Nässjö kommun,secondary_school
72421673,Brinellgymnasiet 5,Nässjö kommun,Nässjö kommun,secondary_school
78872213,Brogårdsgymnasiet,Kristinehamns kommun,Kristinehamns kommun,secondary_school
34247736,Bromangymnasiet 1,Hudiksvalls kommun,Hudiksvalls kommun,secondary_school
47550455,Bromangymnasiet 2,Hudiksvalls kommun,Hudiksvalls kommun,secondary_school
30329172,Bromangymnasiet 3,Hudiksvalls kommun,Hudiksvalls kommun,secondary_school
51510925,Bromangymnasiet 3,Hudiksvalls kommun,Hudiksvalls kommun,secondary_school
82423815,Bromangymnasiet 4,Hudiksvalls kommun,Hudiksvalls kommun,secondary_school
40600798,Bromma gymnasium 40600798,Stockholms kommun,Stockholms kommun,secondary_school
52942981,Bromma gymnasium 52942981,Stockholms kommun,Stockholms kommun,secondary_school
54117171,Bromma gymnasium 54117171,Stockholms kommun,Stockholms kommun,secondary_school
51023367,Bruksgymnasiet/Gimo utb.centr.,Östhammars kommun,Östhammars kommun,secondary_school
71472793,Bryggeriets Gymnasium,Malmö kommun,Malmö kommun,secondary_school
88153340,Bräckegymnasiet 1,Göteborgs kommun,Göteborgs kommun,secondary_school
94353434,Bräckegymnasiet 2,Göteborgs kommun,Göteborgs kommun,secondary_school
98645196,Bräckegymnasiet 3,Göteborgs kommun,Göteborgs kommun,secondary_school
84978846,Bräckegymnasiet 4,Göteborgs kommun,Göteborgs kommun,secondary_school
59396229,Burgården Utbildningscentrum 1,Göteborgs kommun,Göteborgs kommun,secondary_school
95165649,Burgården Utbildningscentrum 2,Göteborgs kommun,Göteborgs kommun,secondary_school
64740897,Burgården Utbildningscentrum 3,Göteborgs kommun,Göteborgs kommun,secondary_school
78979604,Burgården Utbildningscentrum 4,Göteborgs kommun,Göteborgs kommun,secondary_school
69626109,Burgården Utbildningscentrum 5,Göteborgs kommun,Göteborgs kommun,secondary_school
64123241,Byggymnasiet,Malmö kommun,Malmö kommun,secondary_school
47318972,Byggymnasiet Ro 2,Malmö kommun,Malmö kommun,secondary_school
46162400,Bäckadalsgymn RO 1,Jönköpings kommun,Jönköpings kommun,secondary_school
39565412,Bäckadalsgymn RO 2,Jönköpings kommun,Jönköpings kommun,secondary_school
98369689,Bäckadalsgymn RO 3,Jönköpings kommun,Jönköpings kommun,secondary_school
56529916,Bäckadalsgymn RO 4,Jönköpings kommun,Jönköpings kommun,secondary_school
40810950,Bäckadalsgymn RO 5,Jönköpings kommun,Jönköpings kommun,secondary_school
10317430,Bäckadalsgymnasiet RO 1,Jönköpings kommun,Jönköpings kommun,secondary_school
99948872,Bäckadalsgymnasiet RO 3,Jönköpings kommun,Jönköpings kommun,secondary_school
62147240,Bäckadalsgymnasiet Ro 2,Jönköpings kommun,Jönköpings kommun,secondary_school
43634528,Bäckängsgymnasiet A,Borås kommun,Borås kommun,secondary_school
36263479,Bäckängsgymnasiet B,Borås kommun,Borås kommun,secondary_school
56679384,Bäckängsgymnasiet C,Borås kommun,Borås kommun,secondary_school
30538202,Bäckängsgymnasiet D,Borås kommun,Borås kommun,secondary_school
22239675,CULTUS Gymnasieskola,Uppsala kommun,Uppsala kommun,secondary_school
88466776,Calmare Internationella Skola,Kalmar kommun,Kalmar kommun,secondary_school
41745951,Campeon Frigymnasium,Helsingborgs kommun,Helsingborgs kommun,secondary_school
48120273,Campus Manilla Gymnasium,Stockholms kommun,Stockholms kommun,secondary_school
46840166,Carl Adolph Agardhgymnasiet,Lunds kommun,Lunds kommun,secondary_school
13963517,Carl Wahren Gymnasium,Norrtälje kommun,Norrtälje kommun,secondary_school
45293715,Carlforsska gymnasiet ES,Västerås kommun,Västerås kommun,secondary_school
23797825,Carlforsska gymnasiet Ekonomi/Handel,Västerås kommun,Västerås kommun,secondary_school
96060728,Carlforsska gymnasiet Estet/Hantverk,Västerås kommun,Västerås kommun,secondary_school
44738639,Carlforsska gymnasiet HV,Västerås kommun,Västerås kommun,secondary_school
57999564,Carlforsska gymnasiet Introduktionsprogram,Västerås kommun,Västerås kommun,secondary_school
77712952,Carlforsska gymnasiet Samhäll/Vård och omsorg,Västerås kommun,Västerås kommun,secondary_school
33233228,Carlgrenska Waldorfgymnasiet,Stockholms kommun,Stockholms kommun,secondary_school
36670439,Carlsund utbildningscentrum 1,Motala kommun,Motala kommun,secondary_school
22220001,Carlsund utbildningscentrum 2,Motala kommun,Motala kommun,secondary_school
47844862,Celsiusskolan,Uppsala kommun,Uppsala kommun,secondary_school
22601648,Center för Språkintroduktion Lindholmen 2,Göteborgs kommun,Göteborgs kommun,secondary_school
82974174,Center för Språkintroduktion Lundby,Göteborgs kommun,Göteborgs kommun,secondary_school
53432700,Center för språkintroduktion Lindholmen 1,Göteborgs kommun,Göteborgs kommun,secondary_school
74261212,Centrum för Introduktion i Skola,Uppsala kommun,Uppsala kommun,secondary_school
73063662,Christian 4:s Gymnasium ES,Kristianstads kommun,Kristianstads kommun,secondary_school
40766349,"Christian 4:s Gymnasium HU, SA",Kristianstads kommun,Kristianstads kommun,secondary_school
69807202,Consensum Gymnasium Lund,Lunds kommun,Lunds kommun,secondary_school
68649663,Consensum Gymnasium Sollentuna,Sollentuna kommun,Sollentuna kommun,secondary_school
83137205,Cultura Gymnasium,Helsingborgs kommun,Helsingborgs kommun,secondary_school
95683850,Curt Nicolin-gymnasiet,Finspångs kommun,Finspångs kommun,secondary_school
85068812,Cybergymnasiet Göteborg,Göteborgs kommun,Göteborgs kommun,secondary_school
69063711,Cybergymnasiet Malmö,Malmö kommun,Malmö kommun,secondary_school
94167577,Cybergymnasiet Stockholm,Stockholms kommun,Stockholms kommun,secondary_school
69985412,Dahlander kunskapscentrum,Säters kommun,Säters kommun,secondary_school
88894245,Dahlstiernska gymnasiet,Melleruds kommun,Melleruds kommun,secondary_school
12807435,Dammsdal gymnasieskola,Vingåkers kommun,Vingåkers kommun,secondary_school
20699742,Danderyds Gymnasium Ekonomi,Danderyds kommun,Danderyds kommun,secondary_school
21663998,Danderyds Gymnasium Naturvetenskap och Teknik,Danderyds kommun,Danderyds kommun,secondary_school
20595770,"Danderyds Gymnasium Samhällsvetenskap, Naturvetenskap- och Samhällsvetenskap med varianterna bild, m",Danderyds kommun,Danderyds kommun,secondary_school
58544422,De Geergymnasiet 1,Norrköpings kommun,Norrköpings kommun,secondary_school
40549870,De Geergymnasiet 2,Norrköpings kommun,Norrköpings kommun,secondary_school
65150019,De Geergymnasiet 3,Norrköpings kommun,Norrköpings kommun,secondary_school
89807183,"De la Gardiegymnasiet, enhet 1",Lidköpings kommun,Lidköpings kommun,secondary_school
86724994,"De la Gardiegymnasiet, enhet 2",Lidköpings kommun,Lidköpings kommun,secondary_school
61161774,"De la Gardiegymnasiet, enhet 3",Lidköpings kommun,Lidköpings kommun,secondary_school
86158933,"De la Gardiegymnasiet, enhet 4",Lidköpings kommun,Lidköpings kommun,secondary_school
39179525,"De la Gardiegymnasiet, enhet 5",Lidköpings kommun,Lidköpings kommun,secondary_school
14102256,"De la Gardiegymnasiet, enhet 6",Lidköpings kommun,Lidköpings kommun,secondary_school
28398531,Design & Construction College Helsingborg,Helsingborgs kommun,Helsingborgs kommun,secondary_school
77609073,Design & Construction College Malmö,Malmö kommun,Malmö kommun,secondary_school
27023528,Design & Construction College Stockholm,Stockholms kommun,Stockholms kommun,secondary_school
48898488,Design & Construction College Västerås,Västerås kommun,Västerås kommun,secondary_school
85214294,Didaktus Jakobsberg,Järfälla kommun,Järfälla kommun,secondary_school
53903798,Didaktus Liljeholmen,Stockholms kommun,Stockholms kommun,secondary_school
62490359,Dille Gård Naturbruksgymnasium,Krokoms kommun,Krokoms kommun,secondary_school
97090958,Dinglegymnasiet,Munkedals kommun,Munkedals kommun,secondary_school
85782695,Distra Bygg Gymnasium Sthlm,Stockholms kommun,Stockholms kommun,secondary_school
98815582,Djurgymnasiet Stockholm,Stockholms kommun,Stockholms kommun,secondary_school
78397312,Donnergymnasiet,Göteborgs kommun,Göteborgs kommun,secondary_school
61622991,Dragonskolan BA,Umeå kommun,Umeå kommun,secondary_school
66644568,Dragonskolan BF,Umeå kommun,Umeå kommun,secondary_school
93659517,Dragonskolan EE,Umeå kommun,Umeå kommun,secondary_school
79309485,Dragonskolan EK,Umeå kommun,Umeå kommun,secondary_school
61175914,Dragonskolan GL,Umeå kommun,Umeå kommun,secondary_school
73316818,Dragonskolan HV,Umeå kommun,Umeå kommun,secondary_school
37078868,Dragonskolan IC,Umeå kommun,Umeå kommun,secondary_school
27859889,Dragonskolan IN,Umeå kommun,Umeå kommun,secondary_school
16130958,Dragonskolan NA,Umeå kommun,Umeå kommun,secondary_school
29161632,Dragonskolan RH,Umeå kommun,Umeå kommun,secondary_school
82195565,Dragonskolan SA,Umeå kommun,Umeå kommun,secondary_school
33596572,Dragonskolan TE,Umeå kommun,Umeå kommun,secondary_school
45541222,Dragonskolan VF,Umeå kommun,Umeå kommun,secondary_school
77713695,Dragonskolans Elitidrottsgymnasium,Umeå kommun,Umeå kommun,secondary_school
19150273,Drottning Blankas Gymn. Borås,Borås kommun,Borås kommun,secondary_school
58724424,Drottning Blankas Gymn. Falkenberg,Falkenbergs kommun,Falkenbergs kommun,secondary_school
36444853,Drottning Blankas Gymn. Göteborg,Göteborgs kommun,Göteborgs kommun,secondary_school
44653962,Drottning Blankas Gymn. Halmstad,Halmstads kommun,Halmstads kommun,secondary_school
66335258,Drottning Blankas Gymn. Helsingborg,Helsingborgs kommun,Helsingborgs kommun,secondary_school
64569393,Drottning Blankas Gymn. Kungsbacka,Kungsbacka kommun,Kungsbacka kommun,secondary_school
64648904,Drottning Blankas Gymn. Lund,Lunds kommun,Lunds kommun,secondary_school
35894996,Drottning Blankas Gymn. Malmö,Malmö kommun,Malmö kommun,secondary_school
92442684,Drottning Blankas Gymn. Varberg,Varbergs kommun,Varbergs kommun,secondary_school
97770837,Drottning Blankas Gymnasieskola Stockholm,Stockholms kommun,Stockholms kommun,secondary_school
25156286,Drottning Blankas Gymnasieskola Trollhättan,Trollhättans kommun,Trollhättans kommun,secondary_school
23836342,Duveholmsgymnasiet 1,Katrineholms kommun,Katrineholms kommun,secondary_school
36680378,Duveholmsgymnasiet 2,Katrineholms kommun,Katrineholms kommun,secondary_school
59581397,ESS-gymnasiet 59581397,Stockholms kommun,Stockholms kommun,secondary_school
84286715,ESS-gymnasiet 84286715,Stockholms kommun,Stockholms kommun,secondary_school
83805032,Ebersteinska gymnasiet 1,Norrköpings kommun,Norrköpings kommun,secondary_school
48862305,Ebersteinska gymnasiet 2,Norrköpings kommun,Norrköpings kommun,secondary_school
32887559,Ebersteinska gymnasiet 3,Norrköpings kommun,Norrköpings kommun,secondary_school
28501375,Ebersteinska gymnasiet 4,Norrköpings kommun,Norrköpings kommun,secondary_school
71541108,Ebersteinska gymnasiet 5,Norrköpings kommun,Norrköpings kommun,secondary_school
62956050,Ebersteinska gymnasiet 6,Norrköpings kommun,Norrköpings kommun,secondary_school
53832505,Eberstienska gymnasiet 4,Norrköpings kommun,Norrköpings kommun,secondary_school
10200794,Eda gymnasieskola,Eda kommun,Eda kommun,secondary_school
92009807,Edströmska,Västerås kommun,Västerås kommun,secondary_school
96024712,Ehrensvärdska gymnasiet,Karlskrona kommun,Karlskrona kommun,secondary_school
12926770,Einar Hansengymnasiet,Malmö kommun,Malmö kommun,secondary_school
41555549,Ekbackeskolan gymnasium,Osby kommun,Osby kommun,secondary_school
24194577,"Ekebyholmsskolan, gy",Norrtälje kommun,Norrtälje kommun,secondary_school
34153869,Eksjö Gymnasium 1,Eksjö kommun,Eksjö kommun,secondary_school
88259298,Eksjö Gymnasium 2,Eksjö kommun,Eksjö kommun,secondary_school
73098153,Eksjö Gymnasium 3,Eksjö kommun,Eksjö kommun,secondary_school
22383788,Elajo Technical Edu. Center,Oskarshamns kommun,Oskarshamns kommun,secondary_school
21312503,Elektrikergymnasiet,Stockholms kommun,Stockholms kommun,secondary_school
70660980,Elfhems gymnasium,Lilla Edets kommun,Lilla Edets kommun,secondary_school
30602363,Ellwynska skolan,Katrineholms kommun,Katrineholms kommun,secondary_school
87262566,Elof Lindälvs gymn Enhet 1,Kungsbacka kommun,Kungsbacka kommun,secondary_school
64160122,Elof Lindälvs gymn Enhet 2,Kungsbacka kommun,Kungsbacka kommun,secondary_school
48217580,Elof Lindälvs gymn Enhet 3,Kungsbacka kommun,Kungsbacka kommun,secondary_school
41844601,Elof Lindälvs gymn Enhet 4,Kungsbacka kommun,Kungsbacka kommun,secondary_school
51620045,Elof Lindälvs gymn Enhet 5,Kungsbacka kommun,Kungsbacka kommun,secondary_school
27489137,Elteknikbranschens gymnasium,Nyköpings kommun,Nyköpings kommun,secondary_school
30193596,Energigymnasiet i Täby,Täby kommun,Täby kommun,secondary_school
77632411,Engelska gymnasiet Södermalm,Stockholms kommun,Stockholms kommun,secondary_school
35541921,Enskede Gårds gymnasium 35541921,Stockholms kommun,Stockholms kommun,secondary_school
69650864,"Enskilda gymnasiet, gy",Stockholms kommun,Stockholms kommun,secondary_school
40037982,Erik Dahlbergsgymnasiet RO 2,Jönköpings kommun,Jönköpings kommun,secondary_school
51210136,Erik Dahlbergsgymnasiet RO 3,Jönköpings kommun,Jönköpings kommun,secondary_school
73829818,Erik Dahlbergsgymnasiet RO 4,Jönköpings kommun,Jönköpings kommun,secondary_school
67279263,Erik Dahlbergsgymnasiet Ro 1,Jönköpings kommun,Jönköpings kommun,secondary_school
21866405,Erikslundsgymnasiet,Borlänge kommun,Borlänge kommun,secondary_school
76708131,Ess-gymnasiet 76708131,Stockholms kommun,Stockholms kommun,secondary_school
15414001,Ester Mosessons gymnasium 1,Göteborgs kommun,Göteborgs kommun,secondary_school
38311488,Ester Mosessons gymnasium 2,Göteborgs kommun,Göteborgs kommun,secondary_school
34848695,Ester Mosessons gymnasium 3,Göteborgs kommun,Göteborgs kommun,secondary_school
23517336,"Estetiska skolan, gymnasiet",Arvika kommun,Arvika kommun,secondary_school
32071849,Europaskolan Strängnäs,Strängnäs kommun,Strängnäs kommun,secondary_school
95684185,Falkenbergs Gymnasieskola 1,Falkenbergs kommun,Falkenbergs kommun,secondary_school
51138448,Falkenbergs Gymnasieskola 2,Falkenbergs kommun,Falkenbergs kommun,secondary_school
19647256,Falkenbergs Gymnasieskola 3,Falkenbergs kommun,Falkenbergs kommun,secondary_school
56421429,Falkenbergs Gymnasieskola 4,Falkenbergs kommun,Falkenbergs kommun,secondary_school
39911065,Falkenbergs Gymnasieskola 5,Falkenbergs kommun,Falkenbergs kommun,secondary_school
89068742,Falkenbergs Gymnasieskola 6,Falkenbergs kommun,Falkenbergs kommun,secondary_school
25720752,Falu Frigymnasium,Falu kommun,Falu kommun,secondary_school
50393060,Fenix kunskapscentrum/gymn,Vaggeryds kommun,Vaggeryds kommun,secondary_school
80426743,Fenix kunskapscentrum/gymn,Vaggeryds kommun,Vaggeryds kommun,secondary_school
54172830,Filbornaskolan,Helsingborgs kommun,Helsingborgs kommun,secondary_school
47537928,Film & Musikgymnasiet,Norrköpings kommun,Norrköpings kommun,secondary_school
16577552,Finnvedens Gymnasium 1,Värnamo kommun,Värnamo kommun,secondary_school
36355200,Finnvedens Gymnasium 2,Värnamo kommun,Värnamo kommun,secondary_school
96920524,Finnvedens Gymnasium 3,Värnamo kommun,Värnamo kommun,secondary_school
18217765,Finnvedens Gymnasium 4,Värnamo kommun,Värnamo kommun,secondary_school
36845597,Fischerströmska gymnasiet,Karlskrona kommun,Karlskrona kommun,secondary_school
77839100,Fjällbyns gymnasieskola,Härjedalens kommun,Härjedalens kommun,secondary_school
60743463,Fjällgymnasiet,Bergs kommun,Bergs kommun,secondary_school
78017290,Flora Dekor Alingsås,Vårgårda kommun,Vårgårda kommun,secondary_school
43649848,"Flygteknikcenter, Ljungbyhed",Klippans kommun,Klippans kommun,secondary_school
24544503,Folkungaskolan 1,Linköpings kommun,Linköpings kommun,secondary_school
25392789,Folkungaskolan 2,Linköpings kommun,Linköpings kommun,secondary_school
64394770,Folkungaskolan 3,Linköpings kommun,Linköpings kommun,secondary_school
28081446,Folkuniversitetets gymnasium i Trollhättan,Trollhättans kommun,Trollhättans kommun,secondary_school
82163292,ForshagaAkademin,Forshaga kommun,Forshaga kommun,secondary_school
63451147,Forslundagymnasiet GY,Umeå kommun,Umeå kommun,secondary_school
34739511,Forsmarks skola,Östhammars kommun,Östhammars kommun,secondary_school
17119840,Framtidsgymnasiet Burlöv/Malmö,Malmö kommun,Malmö kommun,secondary_school
71571158,Framtidsgymnasiet Kristianstad,Kristianstads kommun,Kristianstads kommun,secondary_school
72109637,Framtidsgymnasiet Linköping,Linköpings kommun,Linköpings kommun,secondary_school
15609112,Framtidsgymnasiet Nyköping,Nyköpings kommun,Nyköpings kommun,secondary_school
16819383,Framtidsgymnasiet i Göteborg,Göteborgs kommun,Göteborgs kommun,secondary_school
14926020,Framtidsgymnasiet i Stockholm,Stockholms kommun,Stockholms kommun,secondary_school
96156589,Framtidsgymnasiet i Västerås,Västerås kommun,Västerås kommun,secondary_school
41938272,Franska Skolan/Ecole francaise Gymnasium,Stockholms kommun,Stockholms kommun,secondary_school
16313848,Fredrika Bremergymnasiet,Haninge kommun,Haninge kommun,secondary_school
77815944,Fredrika Bremergymnasiet Fredrik,Haninge kommun,Haninge kommun,secondary_school
27115998,Fria Läroverken Karlstad,Karlstads kommun,Karlstads kommun,secondary_school
69240218,Fria Läroverken Linköping,Linköpings kommun,Linköpings kommun,secondary_school
68748767,Fria Läroverken Malmö,Malmö kommun,Malmö kommun,secondary_school
69471748,Fria Läroverken Norrköping,Norrköpings kommun,Norrköpings kommun,secondary_school
40634612,Fria Läroverken i Kalmar,Kalmar kommun,Kalmar kommun,secondary_school
42573391,Fria Läroverken i Karlshamn,Karlshamns kommun,Karlshamns kommun,secondary_school
31380193,Fria Läroverken i Ystad,Ystads kommun,Ystads kommun,secondary_school
74919147,"Fridagymnasiet, Vänersborg",Vänersborgs kommun,Vänersborgs kommun,secondary_school
58125096,Fridegårdsgymnasiet,Håbo kommun,Håbo kommun,secondary_school
82914148,Fridegårdsgymnasiet- AST-programmen,Håbo kommun,Håbo kommun,secondary_school
23782610,Fridhemsgymnasiet HA,Umeå kommun,Umeå kommun,secondary_school
91740395,Fridhemsgymnasiet Lärling,Umeå kommun,Umeå kommun,secondary_school
89318541,Fridhemsgymnasiet SA,Umeå kommun,Umeå kommun,secondary_school
70847078,Friluftsgymnasiet,Norrtälje kommun,Norrtälje kommun,secondary_school
21567982,Friskolan Nytorp,Bollnäs kommun,Bollnäs kommun,secondary_school
19586169,"Frivilliga skolformer, Spångbergsgymnasiet",Filipstads kommun,Filipstads kommun,secondary_school
29324709,Furubygg,Bromölla kommun,Bromölla kommun,secondary_school
40667807,Furuhedsskolan 1,Kalix kommun,Kalix kommun,secondary_school
18091973,Furuhedsskolan 2,Kalix kommun,Kalix kommun,secondary_school
23476801,Furulundsskolan 1,Sölvesborgs kommun,Sölvesborgs kommun,secondary_school
